Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m4	28	Egg	2	2	0.1	1.08239741028444	0.236246870342234	153.692576378231	0.941758241758242	0.44340873015873	0.190979156426231	0.390151818256739
m5	28	Egg	2	2	0.1	1.40519645650371	0.242954878138426	105.760990113271	0.884438775510204	0.320845238095238	0.16765552421718	0.255646889939654
m6	28	Egg	2	2	0.1	0.987451668864148	0.227720954657964	125.183347537164	0.894581280788177	0.493095238095238	0.198382176584592	0.434932974907157
m7	28	Egg	2	2	0.1	1.37220740925605	0.213725251101362	114.728525043124	0.881570512820513	0.407789682539683	0.200134350727603	0.351241869103549
m1	29	Egg	2	2	0	0.236222166309458	0.0765844890451824	155.450091641353	0.98375350140056	0.59302380952381	0.202755818430467	0.539478857726301
m2	29	Egg	2	2	0	0.2039429478608	0.107235945675026	161.363951692102	0.984573412698413	0.586436507936508	0.202622192090546	0.53374117040914
m3	29	Egg	2	2	0	0.830394725745792	0.257190001548837	128.255172090288	0.933616780045351	0.322861832611833	0.157212099630534	0.257736949385805
m4	29	Egg	2	2	0	0.226710447345672	0.104810716092516	160.09460817995	0.98821044546851	0.583515873015873	0.223289964866601	0.527169423192136
m5	29	Egg	2	2	0	0.868987745430143	0.142879693361869	104.534269183659	0.925541125541126	0.296388888888889	0.160256217298165	0.236544733547093
m6	29	Egg	2	2	0	0.575825275651485	0.143818286466088	133.836025690465	0.952976190476191	0.409031746031746	0.173081925529268	0.346443200208843
m7	29	Egg	2	2	0	0.862300545633607	0.174535289141366	104.603909437652	0.934460317460317	0.322503968253968	0.178096613633767	0.265014513266797
m1	30	Egg	2	2	0	0.188717101457916	0.114801160000542	155.851654385522	0.984139784946237	0.620470057720058	0.21534846543805	0.570485662887769
m2	30	Egg	2	2	0	0.196746423900092	0.111907898153801	161.84033736202	0.986422136422136	0.61105266955267	0.227391468366604	0.56388307965833
m3	30	Egg	2	2	0	1.2074865228048	0.188815053165375	97.6616480517145	0.912442396313364	0.203087301587302	0.143942713467469	0.156783576608815
m4	30	Egg	2	2	0	0.196068578352238	0.118446807367463	146.29215656538	0.984340659340659	0.604765873015873	0.209094313968025	0.558161078182394
m5	30	Egg	2	2	0	1.11683738537803	0.173232795112231	96.133472487441	0.904365079365079	0.206146825396825	0.125814828648205	0.148909750404842
m6	30	Egg	2	2	0	0.64500202570735	0.145831091507686	133.40263766463	0.967316017316017	0.393563492063492	0.145886912016375	0.330367031319969
m7	30	Egg	2	2	0	0.567726991606922	0.132274974517812	141.434856085223	0.94327731092437	0.38743253968254	0.18365012653164	0.324841393785439
m1	31	Egg	2	2	0.1	1.30707391755566	0.326404975224544	182.591673770688	0.909438775510204	0.414202380952381	0.186404136844063	0.351255533164168
m2	31	Egg	2	2	0.1	1.39080005345516	0.207104716277752	167.95756265546	0.882251082251082	0.40568253968254	0.172618866829117	0.345272757256404
m3	31	Egg	2	2	0.1	1.69964477566691	0.207853378278238	125.27772698533	0.878899835796388	0.161032828282828	0.142360847247492	0.105426205982458
m4	31	Egg	2	2	0.1	1.33565744777554	0.337265627483936	153.720949888011	0.907823129251701	0.37418253968254	0.191562075462981	0.318182476268451
m5	31	Egg	2	2	0.1	2.19610290590882	0.250167978380895	118.830270730376	0.727721088435374	0.129166666666667	0.118333859174408	0.0746355044129975
m6	31	Egg	2	2	0.1	1.66529574379442	0.392714096885434	146.728525036281	0.810544217687075	0.295259018759019	0.18645375512922	0.233430663168171
m7	31	Egg	2	2	0.1	1.76286543742595	0.189450941708721	120.779045602579	0.783954451345756	0.303928571428571	0.163954416471938	0.244458574459805
m1	32	Egg	2	2	0.1	1.17996143416531	0.249982961184505	169.588212416853	0.921666666666667	0.403150793650794	0.195341973320876	0.341523414150412
m2	32	Egg	2	2	0.1	1.29998043762225	0.290053831818034	153.675533950962	0.898343685300207	0.433936507936508	0.167960806250236	0.374130564906268
m3	32	Egg	2	2	0.1	1.81880388063815	0.256615675790927	115.019359329301	0.804551820728291	0.161297619047619	0.141658862600655	0.11047325630581
m4	32	Egg	2	2	0.1	1.39064580186413	0.251506448007197	181.386616118247	0.894761904761905	0.349686507936508	0.167794682619778	0.29276013697043
m5	32	Egg	2	2	0.1	2.02920842209524	0.263896985611866	111.003819232216	0.737781954887218	0.186369047619048	0.124216220785466	0.122887743592394
m6	32	Egg	2	2	0.1	1.61596051473582	0.326065828144631	153.304723541753	0.830045351473923	0.29765873015873	0.153252834041836	0.23392527694718
m7	32	Egg	2	2	0.1	1.57364618090708	0.232695121321131	119.732549287355	0.835943223443223	0.293496031746032	0.158256175588136	0.235539694402082
m1	33	Egg	2	2	1e-04	0.924497597426503	0.68375528949362	153.545331649679	0.963142857142857	0.445757936507936	0.190650804595213	0.380990534243589
m2	33	Egg	2	2	0	0.447357395504794	0.160042384849773	123.347712819939	0.971683673469388	0.477261904761905	0.183132012070183	0.419325986668408
m3	33	Egg	2	2	0	1.12395765434423	0.176991305754996	117.730310478617	0.905	0.242496031746032	0.144543793863987	0.17750094673365
m4	33	Egg	2	2	0.1	1.23231528306842	0.201952436981375	137.690773039572	0.929603174603175	0.408238095238095	0.18763496024696	0.347197100426598
m5	33	Egg	2	2	0.1	1.92285798570889	0.304958156796989	107.551634368191	0.777838827838828	0.232503968253968	0.157593494062189	0.171500039752707
m6	33	Egg	2	2	0.1	1.41905953933825	0.18627195929882	129.002432592674	0.869047619047619	0.352781746031746	0.170747317433	0.288968771434146
m7	33	Egg	2	2	0	0.985502408997835	0.19859581215515	104.603932364048	0.912610229276896	0.279960317460317	0.138991824930213	0.21722687883508
m1	34	Egg	2	2	0.1	1.06125551536599	0.310268746742399	175.216715246246	0.949134199134199	0.419453102453102	0.18533554058719	0.355883012646699
m2	34	Egg	2	2	0	0.370593524440255	0.169846342582259	123.347712819939	0.98015873015873	0.47956746031746	0.211974974954049	0.422418596310854
m3	34	Egg	2	2	0	1.1319297139617	0.146710361805701	117.730310478617	0.914121510673235	0.210194444444444	0.1299120287696	0.155246985112273
m4	34	Egg	2	2	0.1	1.2201541948054	0.200808419967217	137.690773039572	0.946547619047619	0.410535714285714	0.19097647856054	0.351627883971562
m5	34	Egg	2	2	0.1	1.88643509578139	0.312039255559984	107.551634306789	0.785714285714286	0.222519841269841	0.13777988231198	0.161447924954774
m6	34	Egg	2	2	0.1	1.32462968635674	0.320257890973285	129.002432592674	0.898238095238095	0.345587301587302	0.172423069472529	0.284819227657638
m7	34	Egg	2	2	0	0.920550938479597	0.191305564726038	104.603932364048	0.93031994047619	0.317539682539683	0.152404301244806	0.252412627951927
m1	35	Egg	2	2	0.1	0.913362803810009	0.248050995190899	165.80370354375	0.942857142857143	0.496611111111111	0.201725426862235	0.436222154219801
m2	35	Egg	2	2	0.1	0.92945712885942	0.212567510451689	149.880669138352	0.953209109730849	0.47165873015873	0.226439321609995	0.420574432697327
m3	35	Egg	2	2	1e-04	1.32596566680047	0.556298303905231	109.277726841457	0.882363315696649	0.253678571428571	0.15258413414441	0.188009087983698
m4	35	Egg	2	2	0.1	1.05671962873136	0.188399084935954	153.649732841606	0.941241496598639	0.42947619047619	0.191116191045215	0.368626066809985
m5	35	Egg	2	2	0.1	1.79716175561266	0.259680133974642	109.403258314857	0.789434523809524	0.254730158730159	0.154414080261036	0.196406314937469
m6	35	Egg	2	2	0.1	1.49668456329197	0.488461336046641	137.506358999344	0.824047619047619	0.326952380952381	0.195688210279231	0.266110441457317
m7	35	Egg	2	2	0.1	1.59504663969789	0.295090607884157	106.366695169824	0.848095238095238	0.309186507936508	0.169037808451391	0.255385079427327
m1	36	Egg	2	2	0.1	1.26206821092988	0.340438106678138	181.767084930496	0.914056776556777	0.432444444444444	0.191385899151182	0.373981153704135
m2	36	Egg	2	2	0.1	1.12700852508291	0.223598405555331	150.882530611057	0.937770562770563	0.464630952380952	0.199841254997049	0.412147340413627
m3	36	Egg	2	2	0.1	1.66313545737717	0.238042374803725	110.436958048481	0.851809523809524	0.219480158730159	0.140344862777928	0.154285034112104
m4	36	Egg	2	2	0.1	1.54243408631439	0.373322483513208	182.638545665902	0.874702380952381	0.359829365079365	0.174727332936901	0.305459264362824
m5	36	Egg	2	2	0.1	2.36061973754825	0.240384828875244	138.279145315422	0.698686371100164	0.139638888888889	0.120301978770967	0.0876493301976684
m6	36	Egg	2	2	0.1	1.58041481970386	0.359993551179799	144.165173414578	0.835170068027211	0.336762987012987	0.168248007383778	0.271867151460283
m7	36	Egg	2	2	0.1	1.52011025742245	0.32175358106819	114.728525073295	0.85598544973545	0.34352380952381	0.155975933306455	0.2784445684354
m1	37	Egg	2	2	0	0.1898185276573	0.108354008455856	155.297895557693	0.979960317460317	0.586714285714286	0.217674785606707	0.538033636888287
m2	37	Egg	2	2	0	0.200976612726519	0.0961158208980867	160.42014912835	0.993121693121693	0.630730158730159	0.210079603580602	0.585383489259766
m3	37	Egg	2	2	0	0.927272874781577	0.160583261475718	128.255172090288	0.919929453262787	0.317968975468975	0.152451903077214	0.254358292110545
m4	37	Egg	2	2	0	0.184999715866982	0.113942009421978	160.904638752199	0.99062980030722	0.616190476190476	0.211180394250844	0.567286714148072
m5	37	Egg	2	2	0	1.11593057052485	0.222872913875112	96.133472487441	0.906031746031746	0.222948412698413	0.166387892776317	0.167890458802034
m6	37	Egg	2	2	0	0.56908765368071	0.128964274744608	133.40263766463	0.948582766439909	0.39821645021645	0.156960612395008	0.334756723189947
m7	37	Egg	2	2	0	0.610469903781494	0.174000500287478	112.955987610581	0.963598901098901	0.390670634920635	0.186871236900564	0.324960107099039
m1	38	Egg	2	2	1e-04	0.324108165214732	0.154614610285914	172.113359532769	0.982692307692308	0.565801587301587	0.197611138479977	0.509546569159944
m2	38	Egg	2	2	0	0.194019359931015	0.109846295760958	161.84033736202	0.989550264550265	0.592150793650794	0.206341648799084	0.540113497608407
m3	38	Egg	2	2	0	1.14681804774955	0.201115096805553	97.6616480517145	0.90546218487395	0.223825396825397	0.136442574707335	0.160766453863542
m4	38	Egg	2	2	1e-04	0.51025758685447	0.21723307085472	162.681458372168	0.982783882783883	0.532880952380952	0.178596510272463	0.475097354762549
m5	38	Egg	2	2	0.1	1.74509929178284	0.217195548026939	109.522851718081	0.852469135802469	0.234178571428571	0.14326013224467	0.170372221168342
m6	38	Egg	2	2	1e-04	1.08418296995689	0.671094946418322	127.089006173741	0.936755952380952	0.398242063492063	0.169794851587523	0.333538485325324
m7	38	Egg	2	2	0	0.60984209582601	0.167848135944957	112.955987591006	0.949137931034483	0.393174603174603	0.199023119055056	0.322540372580526
m1	39	Egg	2	2	0.1	1.21941087639604	0.274703893494455	166.81944249405	0.907583774250441	0.455757936507937	0.190757972713548	0.394087976674405
m2	39	Egg	2	2	0.1	1.25529892438993	0.343781510849595	151.976373854837	0.881578947368421	0.414400793650794	0.211487305687426	0.355333364806075
m3	39	Egg	2	2	1e-04	1.63065650798927	0.51306605202516	102.275089419638	0.842443064182195	0.169087301587302	0.130388914362774	0.117548591801987
m4	39	Egg	2	2	0.1	1.36118521694539	0.256311417229233	151.24572902422	0.898901098901099	0.406087301587302	0.173134696147672	0.341413294814048
m5	39	Egg	2	2	0.1	2.16342263198376	0.230894181499182	105.105037620403	0.735019841269841	0.145789682539683	0.118789079730948	0.0949937655684057
m6	39	Egg	2	2	0.1	1.50821900871309	0.288487612460792	143.955936333361	0.847198879551821	0.34136544011544	0.171724753812483	0.279111205020546
m7	39	Egg	2	2	0.1	1.50418807001845	0.296825421146912	129.002432594724	0.844444444444444	0.352329365079365	0.164540304513287	0.292906835059827
m1	40	Egg	2	2	0.1	0.825578054180369	0.322469141573842	176.274936142833	0.928571428571429	0.5485	0.220157452082065	0.496659407404562
m2	40	Egg	2	2	0.1	0.932848989959061	0.236638815951868	149.545177479799	0.962095238095238	0.496563492063492	0.19777322169981	0.440777224954217
m3	40	Egg	2	2	1e-04	1.33698836944935	0.416568159971858	109.277726841457	0.883205782312925	0.273392857142857	0.134091169654151	0.212426320848146
m4	40	Egg	2	2	0.1	0.967963218303461	0.267452707273187	148.153715445287	0.928486394557823	0.537011904761905	0.220122844197879	0.487406483344568
m5	40	Egg	2	2	0.1	1.69334063453477	0.28253044146672	110.324223059497	0.796386054421769	0.285912698412698	0.156941557249493	0.222079912129247
m6	40	Egg	2	2	0.1	1.32050217601813	0.400584380944645	127.276340179747	0.833971088435374	0.434214285714286	0.177672013714664	0.374285957179845
m7	40	Egg	2	2	0.1	1.52100036740035	0.237460854200222	106.366695169824	0.854428571428571	0.321738095238095	0.169074401087854	0.26531620027429
m1	41	Egg	2	2	0.1	1.00704493850696	0.299485130907204	179.819085044015	0.954117063492063	0.459214285714286	0.196830080544178	0.399277312127789
m2	41	Egg	2	2	0.1	0.972651574755734	0.253162956073295	164.162637192928	0.935281385281385	0.513710317460317	0.218231042093209	0.46080290091876
m3	41	Egg	2	2	1e-04	1.40790108581102	0.459843302530143	109.277726841457	0.878333333333333	0.258477272727273	0.151604512083656	0.1980830365145
m4	41	Egg	2	2	0.1	1.04287998767639	0.223750843469157	147.819085042948	0.954304029304029	0.434329365079365	0.196377266067514	0.377145265609322
m5	41	Egg	2	2	0.1	2.00210463505404	0.25565942918113	108.736573583741	0.73592132505176	0.225261904761905	0.159541937944296	0.162770342708539
m6	41	Egg	2	2	0.1	1.60436853470297	0.443489145227579	143.27634014793	0.80625	0.337126984126984	0.187130104143976	0.28189362165975
m7	41	Egg	2	2	0.1	1.63874585995969	0.28978797849624	132.821517685164	0.810302197802198	0.287031746031746	0.174244003238022	0.233378257271765
m1	42	Egg	2	2	1e-04	0.575045744396173	0.571411868124092	137.364262503002	0.974761904761905	0.48218253968254	0.184786491899457	0.420094982280966
m2	42	Egg	2	2	0	0.402062192518706	0.12228096392763	123.34733470766	0.973928571428571	0.503884920634921	0.181212448509103	0.445878630314856
m3	42	Egg	2	2	0	1.43325863627635	0.171746833401568	107.608099114193	0.861130952380952	0.108615079365079	0.106784257511036	0.0627349109560826
m4	42	Egg	2	2	0.1	1.20893635873219	0.269219751349674	109.18334755272	0.926857142857143	0.460087301587302	0.185213563585236	0.400738901328429
m5	42	Egg	2	2	0.1	1.8886929582507	0.260883537663242	97.0968126855806	0.839333333333333	0.185253968253968	0.12206525905507	0.127457054944969
m6	42	Egg	2	2	0.1	1.07242761444895	0.243364855664658	149.231619139435	0.944940476190476	0.393980158730159	0.192710585368657	0.331546354199055
m7	42	Egg	2	2	0	0.572740119490244	0.124423751625419	141.434856085223	0.954585537918871	0.425837301587302	0.194047155055377	0.363182009472338
m1	43	Egg	2	2	0.1	1.26158938873693	0.302820186245403	167.853991586235	0.890833333333333	0.436488095238095	0.198863264069643	0.381581920642227
m2	43	Egg	2	2	0.1	1.25406053107147	0.343338907909169	151.976373459972	0.879349816849817	0.481825396825397	0.180913233897288	0.426059922928211
m3	43	Egg	2	2	1e-04	1.76109021191807	0.489429667802735	102.275089419638	0.833538587848933	0.139813492063492	0.116328522679408	0.0912072148346653
m4	43	Egg	2	2	0.1	1.24717634452097	0.243906868731117	164.894260858489	0.953333333333333	0.370765873015873	0.199809903771712	0.315926138823863
m5	43	Egg	2	2	0.1	1.895086123093	0.307007363066237	113.525791693933	0.777	0.211214285714286	0.154269190762212	0.154735410418794
m6	43	Egg	2	2	0.1	1.42873247009959	0.308519337741815	143.276340153618	0.849425287356322	0.374333333333333	0.171634328773032	0.315691983883627
m7	43	Egg	2	2	0.1	1.53524677122536	0.31335735027745	129.002432594727	0.836635944700461	0.386444444444444	0.183511329199037	0.324202037129269
m1	44	Egg	2	2	0	0.198025458905857	0.0958430019716078	155.450091641353	0.986428571428571	0.58709126984127	0.213168091951983	0.536711103137621
m2	44	Egg	2	2	0	0.156400808197587	0.106302764224971	161.363951692102	0.992261904761905	0.610392857142857	0.219380187078943	0.562555226952989
m3	44	Egg	2	2	0	0.861112378126637	0.210992703592676	128.255172090288	0.937337662337662	0.29472619047619	0.145114981571327	0.231435338691457
m4	44	Egg	2	2	0	0.218477433889585	0.084621562078715	160.09460817995	0.977437641723356	0.599884920634921	0.193721536877268	0.551166840425113
m5	44	Egg	2	2	0	0.899750919575459	0.179009630747238	104.534269183659	0.935347985347985	0.300234126984127	0.165038930794011	0.238332072892565
m6	44	Egg	2	2	0	0.603983909513577	0.187709366641419	112.804826893056	0.96052380952381	0.420337301587302	0.177323211043668	0.356316249109714
m7	44	Egg	2	2	0	0.922659803575804	0.200494984840555	104.603909437652	0.923370927318296	0.280011904761905	0.153956080280122	0.218691609509398
m1	45	Egg	2	2	0.1	1.49920065351462	0.398117680972445	169.599010618094	0.829047619047619	0.400948412698413	0.186315845861937	0.345294390979917
m2	45	Egg	2	2	0.1	1.39568113333928	0.295253498756761	154.730319623127	0.868827160493827	0.416281746031746	0.174382681180392	0.355016547863695
m3	45	Egg	2	2	0.1	1.82207209955886	0.230544161616087	115.019359917907	0.808292282430213	0.147376984126984	0.12218106339738	0.100658446310059
m4	45	Egg	2	2	0.1	1.55796799744719	0.321786299599551	141.183347555126	0.829166666666667	0.356115079365079	0.1837082249331	0.30023320078446
m5	45	Egg	2	2	0.1	2.32072085578436	0.306715421487271	138.519383023139	0.708285714285714	0.103992063492063	0.113699366167238	0.0625873530068363
m6	45	Egg	2	2	0.1	1.9018252697096	0.285778146011814	146.728525020483	0.770833333333333	0.260992424242424	0.154385429159892	0.202585765736743
m7	45	Egg	2	2	0.1	1.89681359594393	0.477373829307835	147.718555280106	0.748057644110276	0.29075	0.169080300727398	0.230102829956892
m1	46	Egg	2	2	0.1	1.17589698303851	0.255220067121885	180.040776398764	0.930952380952381	0.422968253968254	0.171803352147881	0.354648794667692
m2	46	Egg	2	2	1e-04	1.01120616210685	0.750114305669635	149.545177479214	0.957242063492064	0.502555555555556	0.209248536200724	0.450485616166304
m3	46	Egg	2	2	0.1	1.69170379731335	0.207520757525051	110.436958049227	0.838169642857143	0.184547619047619	0.147651981487614	0.127230294317618
m4	46	Egg	2	2	0.1	1.44554783416244	0.346022011758562	180.769961037586	0.888378684807256	0.36590873015873	0.168428600438112	0.311250729854444
m5	46	Egg	2	2	0.1	2.24967947685441	0.252394319370834	113.343526068233	0.720952380952381	0.194380952380952	0.126743984892245	0.13668034708032
m6	46	Egg	2	2	0.1	1.58865238167474	0.334781369999279	143.955936284947	0.847916666666667	0.302484126984127	0.156961259760301	0.243501813396611
m7	46	Egg	2	2	1e-04	1.39248835356582	0.616248699045789	145.063375270555	0.921794871794872	0.30156746031746	0.150965841105634	0.241317921395825
m1	47	Egg	2	2	0.1	1.32602651002091	0.353601869452035	140.136851259536	0.87803776683087	0.401646825396825	0.203242822508926	0.342849342229488
m2	47	Egg	2	2	0.1	1.47870043731377	0.319800982585468	169.077056094016	0.849857142857143	0.401638888888889	0.181169120264544	0.344226050476967
m3	47	Egg	2	2	0.1	2.03478656241741	0.235166439025182	101.653501556639	0.758374384236453	0.128361111111111	0.112685221885533	0.0742730035984235
m4	47	Egg	2	2	0.1	1.47374572175617	0.387905870443192	124.136851242028	0.852701465201465	0.397489177489178	0.201005689776382	0.336455465908986
m5	47	Egg	2	2	0.1	1.89872352287912	0.282800872272999	110.865376331993	0.807217261904762	0.211960317460317	0.136705798218839	0.149737732877172
m6	47	Egg	2	2	0.1	1.64083565682519	0.360971139033902	129.682028728948	0.858658008658009	0.298559523809524	0.159164006011834	0.23564861007666
m7	47	Egg	2	2	0.1	1.79404383526786	0.334934699082686	119.038844302807	0.794001831501831	0.290575396825397	0.164576597364588	0.234057247416377
m1	48	Egg	2	2	0.1	1.02114085694821	0.390505812338369	150.591673777184	0.921577380952381	0.483178571428571	0.216090689227802	0.426032933777338
m2	48	Egg	2	2	0.1	1.22748821179675	0.249058248022737	150.895431054777	0.891950113378685	0.459964285714286	0.206692834765639	0.403810969603903
m3	48	Egg	2	2	1e-04	1.65565585636821	0.719663003067386	110.436958048481	0.891097308488613	0.203801587301587	0.13551353495542	0.149897838286642
m4	48	Egg	2	2	0.1	1.24863181823703	0.337430195503649	163.864689655428	0.903617216117216	0.459678571428571	0.211243562401833	0.403331592274756
m5	48	Egg	2	2	0.1	1.92273776176874	0.262123383835476	112.958369287532	0.813305322128852	0.182916666666667	0.131401351309407	0.127191925203384
m6	48	Egg	2	2	0.1	1.59740689620992	0.322494045591174	152.366212237121	0.852040816326531	0.279444444444444	0.154637040932913	0.221404504164442
m7	48	Egg	2	2	0.1	1.71948138675683	0.229810314131921	118.686052972705	0.808085317460317	0.288694444444444	0.159650355935213	0.231038797405628
m1	49	Egg	2	2	0.1	0.80988724617786	0.274436985831453	151.844816914802	0.936335403726708	0.525611111111111	0.209603569517371	0.473372313707358
m2	49	Egg	2	2	0.1	0.988609622589012	0.218685278499374	137.364262519597	0.925595238095238	0.505507936507936	0.189510591956585	0.449308022392467
m3	49	Egg	2	2	1e-04	1.4125954819146	0.440876869779109	109.277726841457	0.868055555555556	0.269253968253968	0.139537828423986	0.199578930369798
m4	49	Egg	2	2	0.1	0.997317547395153	0.257473804210434	135.638170073993	0.935407066052227	0.518984126984127	0.213855571879454	0.466410769250661
m5	49	Egg	2	2	0.1	1.6577500119884	0.265885710186651	109.463900177732	0.825537634408602	0.261761904761905	0.163887646784877	0.204392895625371
m6	49	Egg	2	2	0.1	1.45959155918235	0.345266002088712	129.002432630188	0.836791383219955	0.381599206349206	0.160838507595271	0.317177913299886
m7	49	Egg	2	2	0.1	1.57268780566073	0.294504222982174	106.366695064166	0.833540372670807	0.283579365079365	0.164664441093219	0.22511555404046
m1	50	Egg	2	2	0.1	1.21987402750545	0.256748700187286	181.768626989666	0.928373015873016	0.376777777777778	0.164940030815041	0.314006041546595
m2	50	Egg	2	2	0.1	1.24079902636252	0.316541588877225	165.892249338484	0.91497113997114	0.43293253968254	0.209908601948652	0.372244734775904
m3	50	Egg	2	2	0.1	1.82082044098633	0.22683868101862	115.019359329301	0.812233169129721	0.142694444444444	0.115659279997997	0.0868277410577313
m4	50	Egg	2	2	0.1	1.40827609989267	0.268317971659908	149.917936394703	0.902857142857143	0.354746031746032	0.169988277735387	0.29330306716149
m5	50	Egg	2	2	0.1	1.94903552705008	0.327288725222084	133.042824187727	0.835863095238095	0.185031746031746	0.145186175580028	0.131216255877458
m6	50	Egg	2	2	0.1	1.51828386168319	0.258878445874187	143.955936285816	0.839238095238095	0.331138888888889	0.176825595937823	0.266975609388613
m7	50	Egg	2	2	0.1	1.54553499735898	0.305827161051932	131.913464297002	0.877539682539683	0.28706746031746	0.169650861627126	0.242114849162516
m1	51	Egg	2	2	0.1	1.10018438901832	0.260327305872804	181.768626989666	0.940367965367965	0.386785714285714	0.197653916272854	0.328815845581427
m2	51	Egg	2	2	0.1	1.29169900241607	0.348149932873178	165.892249338484	0.917184265010352	0.424396825396825	0.17586832735818	0.363023926662614
m3	51	Egg	2	2	0.1	1.76029251007698	0.201801487776332	115.019359329301	0.793055555555556	0.140706349206349	0.112589120938442	0.0870684436842525
m4	51	Egg	2	2	0.1	1.35524331953405	0.388345368412501	149.917936394703	0.912896825396825	0.366769841269841	0.177538195309496	0.307278734678269
m5	51	Egg	2	2	0.1	1.99673386915521	0.260167407261178	133.042824187727	0.807482993197279	0.208210317460317	0.11762098381667	0.14853192839281
m6	51	Egg	2	2	0.1	1.53345425594517	0.250764991040027	144.168866296332	0.842261904761905	0.315384920634921	0.150505395810619	0.252851820444424
m7	51	Egg	2	2	0.1	1.48532896174791	0.183652042068617	161.072848058595	0.88167701863354	0.307369047619048	0.145820297528603	0.249380438713548
m1	52	Egg	2	2	1e-04	0.279564341402559	0.140821989457634	171.922415768536	0.984863945578231	0.583650793650794	0.221523558706755	0.531168096534253
m2	52	Egg	2	2	0	0.179253371997995	0.112852131238225	161.363951692102	0.990564373897707	0.580349206349206	0.229534923381802	0.522243694083293
m3	52	Egg	2	2	0	0.931857142112681	0.185585644291473	128.255172090288	0.938321995464853	0.298599206349206	0.142910126090758	0.23422963551396
m4	52	Egg	2	2	1e-04	0.427299329546655	0.246988132409461	176.619958139387	0.991709183673469	0.529039682539683	0.219156698395198	0.47596366909758
m5	52	Egg	2	2	0.1	1.66310353801203	0.288475869771673	105.73034296816	0.843984962406015	0.273694444444444	0.169966702229647	0.219970881445361
m6	52	Egg	2	2	0.1	1.26728873245416	0.27219866508418	114.728525065164	0.899603174603175	0.359468253968254	0.160981390359645	0.294433441217294
m7	52	Egg	2	2	0	0.908092705923241	0.176434398737267	104.603909437652	0.929761904761905	0.294297619047619	0.152370896289406	0.232614402320719
m1	53	Egg	2	2	0.1	1.27608491887555	0.412920344884517	156.136851299999	0.90812324929972	0.403488095238095	0.217149509877383	0.34265570406904
m2	53	Egg	2	2	0.1	1.37471380671811	0.291249456308454	167.652439847621	0.894306418219462	0.420587301587302	0.181550465645726	0.360502230986499
m3	53	Egg	2	2	0.1	1.92178985706861	0.23257217870398	122.411750074447	0.82515873015873	0.156630952380952	0.131213395124796	0.103653471630411
m4	53	Egg	2	2	0.1	1.51480464073146	0.247526789667561	168.505334080557	0.893333333333333	0.351579365079365	0.162272560815522	0.288243407948158
m5	53	Egg	2	2	0.1	1.97172936001506	0.312905090285646	110.462666054993	0.821753246753247	0.157845238095238	0.147328694806039	0.107147910164272
m6	53	Egg	2	2	0.1	1.53122371455408	0.483136040377301	129.002432568452	0.828285714285714	0.358198412698413	0.164420298823227	0.298983146063668
m7	53	Egg	2	2	0.1	1.53773678623999	0.357505126979748	114.728525073296	0.852	0.336285714285714	0.176066709790852	0.280860129823912
m1	54	Egg	2	2	0.1	1.06087579330341	0.249567767817503	153.577454691609	0.925833333333333	0.422003968253968	0.19328396569701	0.36545888227498
m2	54	Egg	2	2	0.1	1.3083672909892	0.309899107959711	153.364262507228	0.875340136054422	0.403448412698413	0.205451426121379	0.345286261271154
m3	54	Egg	2	2	0.1	1.77427306498612	0.190518680803534	115.019359329301	0.84796626984127	0.120468614718615	0.115119212167892	0.0771292375956025
m4	54	Egg	2	2	0.1	1.25532756461257	0.302274924920261	137.693600249423	0.934646962233169	0.462833333333333	0.176417534181455	0.405871415376011
m5	54	Egg	2	2	0.1	1.74146277864736	0.193176472350202	111.189550871311	0.864384920634921	0.204718253968254	0.163430992022441	0.147473541840035
m6	54	Egg	2	2	0.1	1.35843941487456	0.277886501512757	130.72852509412	0.872704081632653	0.33512012987013	0.185980867923416	0.266684243421972
m7	54	Egg	2	2	0.1	1.6052713762487	0.22852732624761	146.248184817761	0.831507936507937	0.29343253968254	0.168954774902094	0.238677273355713
m1	55	Egg	2	2	0.1	1.31417022928706	0.486008023595875	166.864761920462	0.855687830687831	0.401718253968254	0.210451485569209	0.343820707144058
m2	55	Egg	2	2	0.1	1.50250347440192	0.36269441566976	166.952961753849	0.854308390022676	0.414400793650794	0.155243720487213	0.350105067447736
m3	55	Egg	2	2	0.1	1.89169381699554	0.329979082556401	115.360500581357	0.762081128747795	0.128869047619048	0.140713934786514	0.0852732056162506
m4	55	Egg	2	2	0.1	1.28787331815874	0.226758095897712	138.410758812329	0.88731884057971	0.41481746031746	0.178458101142255	0.356492121115977
m5	55	Egg	2	2	0.1	1.91137178937752	0.239946243085424	120.600276181866	0.77038506760729	0.191694444444444	0.137402919775128	0.140443552465595
m6	55	Egg	2	2	0.1	1.64570045974557	0.396964635466694	131.775021349036	0.786967418546366	0.307666666666667	0.17039599516303	0.244311412199102
m7	55	Egg	2	2	0.1	1.85028897170877	0.244829068161264	161.462247967254	0.740476190476191	0.302642857142857	0.161832096645179	0.244869300659946
m1	56	Egg	2	2	1e-04	0.854101272379376	0.606335413181745	187.566598491093	0.983571428571429	0.496412698412698	0.217796406400782	0.440678548053577
