Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m1	1	Egg	2	2	0.1	0.922626920459189	0.24801059604491	73.9599680557491	0.898780487804878	0.493309523809524	0.257581772941994	0.412134624889158
m2	1	Egg	2	2	1e-04	0.394688204794576	0.191575861253231	65.7307163540175	0.97479674796748	0.5065	0.246944231402801	0.418620582316235
m3	1	Egg	2	2	0.1	1.60332314991271	0.20215490061609	54.5610293364934	0.731395348837209	0.144166666666667	0.156156397328086	0.0686258059928137
m4	1	Egg	2	2	0.1	1.30711242487409	0.348593434536031	74.2955572808305	0.879385964912281	0.349714285714286	0.240887018760888	0.27470641376334
m5	1	Egg	2	2	0.1	1.80078488271127	0.38547709100376	62.4509799104219	0.748936170212766	0.204095238095238	0.182048740644684	0.117901666097721
m6	1	Egg	2	2	1e-04	0.849029312765373	0.835787046172605	63.8190850342605	0.931159420289855	0.555119047619048	0.23236721561643	0.470797909674271
m7	1	Egg	2	2	0	0.291316843692186	0.159900976767727	72.5643862644932	0.96869918699187	0.572166666666667	0.238413374518441	0.485703669752407
m1	2	Egg	2	2	0.1	1.21538399811661	0.466402507461218	70.9537166826002	0.81984126984127	0.428595238095238	0.259633003448203	0.340282903564698
m2	2	Egg	2	2	0.1	1.31700590574801	0.392572561510496	57.6381700678351	0.81984126984127	0.397095238095238	0.228491142505438	0.310522596861791
m3	2	Egg	2	2	0	1.48796665729993	0.238455136362826	47.833318375757	0.749305555555556	0.129833333333333	0.146724334392869	0.0549812951190932
m4	2	Egg	2	2	0.1	1.41211054786975	0.461826381909569	66.746800682626	0.832222222222222	0.410785714285714	0.265749999539426	0.327948422698854
m5	2	Egg	2	2	0.1	1.75401853690925	0.391993822344917	62.4509799104219	0.752450980392157	0.221857142857143	0.184169081369638	0.136586879545804
m6	2	Egg	2	2	0.1	1.32295465509001	0.457056301305842	57.6381700837453	0.820138888888889	0.457214285714286	0.2366191510017	0.366076922376361
m7	2	Egg	2	2	0.1	1.19521911752644	0.374036014852258	57.6381700740619	0.866260162601626	0.430785714285714	0.232265881734012	0.346071846951003
m1	3	Egg	2	2	0	4.74536259337375e-06	6.23456282891359e-06	75.5631477294849	1	0.706	0.274480633936686	0.649817417876241
m2	3	Egg	2	2	0	0.335644330335092	0.154168951767893	71.02567210524	0.964473684210526	0.560833333333333	0.22107889114074	0.468026459350401
m3	3	Egg	2	2	0	1.48139478041924	0.218417727328556	47.833318375757	0.762878787878788	0.134761904761905	0.147382624994297	0.0597766721631914
m4	3	Egg	2	2	0	0.295430664035669	0.15746120839412	45.8372286680096	0.968333333333333	0.54552380952381	0.247497213524698	0.461214999334833
m5	3	Egg	2	2	0	1.0084987019925	0.230808445217913	48.9319535942226	0.854513888888889	0.26152380952381	0.18830706954468	0.169405535118843
m6	3	Egg	2	2	0	4.96764647574968e-06	5.33207986873123e-06	77.0931219703758	1	0.713571428571429	0.260448859069782	0.654357564082047
m7	3	Egg	2	2	0	0.304327055802282	0.218470854229171	72.5643862644932	0.976041666666667	0.570952380952381	0.26593988089008	0.499754420437935
m1	4	Egg	2	2	0.1	1.14333610491938	0.463742287731085	70.3120540960232	0.873423423423423	0.438988095238095	0.240450851786073	0.350292969433492
m2	4	Egg	2	2	0.1	1.27083807666987	0.558383173135035	57.6381700678351	0.85125	0.417166666666667	0.231903447051157	0.344463067516456
m3	4	Egg	2	2	0	1.47776698420431	0.23271973843002	47.833318375757	0.751360544217687	0.131833333333333	0.152091571890686	0.0595377768527158
m4	4	Egg	2	2	0.1	1.23874380904974	0.361745604471811	57.6381700667282	0.866981132075472	0.437047619047619	0.218395027222315	0.347779392213987
m5	4	Egg	2	2	0.1	1.55097895168085	0.307862274211224	54.3682868191778	0.804398148148148	0.288	0.185230162888085	0.208675482603913
m6	4	Egg	2	2	0.1	1.31470816871971	0.451692877719197	57.6381700640783	0.833148148148148	0.46	0.26681393240048	0.38253746983498
m7	4	Egg	2	2	0.1	1.31136215016131	0.435982652664396	57.6381700740619	0.827898550724638	0.410666666666667	0.245451179276422	0.331150898073409
m1	5	Egg	2	2	0.1	1.0909475868195	0.420407923822768	70.3120540960232	0.880740740740741	0.4745	0.257038462187609	0.395022988317818
m2	5	Egg	2	2	0.1	1.25570487792599	0.309911858102444	57.6381700955904	0.84375	0.406166666666667	0.238184950630955	0.329003078336838
m3	5	Egg	2	2	0	1.46515188559645	0.229389398331099	47.833318375757	0.782608695652174	0.126535714285714	0.147724354496721	0.0612812385481482
m4	5	Egg	2	2	0.1	1.31405096582545	0.308361011659483	57.6381700667282	0.832407407407407	0.415535714285714	0.22344382938435	0.326174496952506
m5	5	Egg	2	2	0.1	1.48641901190964	0.339984784165095	54.3682867943276	0.836666666666667	0.2775	0.214314672566317	0.200369636331273
m6	5	Egg	2	2	0.1	1.29901266513786	0.515169136137363	57.6381700640783	0.833006535947712	0.481547619047619	0.221279792735532	0.393624862514764
m7	5	Egg	2	2	0.1	1.21989836803815	0.355814817831394	57.6381700744218	0.844507575757576	0.434238095238095	0.250828074975023	0.35083016983017
m1	6	Egg	2	2	1e-04	0.934969271663658	0.939103673104279	87.5926643639086	0.92724358974359	0.583166666666667	0.238206624979371	0.487604408108361
m2	6	Egg	2	2	1e-04	0.470118780667339	0.199258911867928	65.7209048908914	0.975	0.455821428571429	0.245551648075706	0.366044962517613
m3	6	Egg	2	2	0	1.03186912834688	0.272745821007917	48.8550485526746	0.858139534883721	0.26552380952381	0.211329206313244	0.175888795844678
m4	6	Egg	2	2	0.1	1.20085318838191	0.304858097777732	72.9503995084888	0.900813008130081	0.475333333333333	0.237557719372935	0.384362363501389
m5	6	Egg	2	2	0.1	1.75828264905991	0.302377002448441	62.4509799104219	0.749186991869919	0.218047619047619	0.18621624668345	0.121947625227544
m6	6	Egg	2	2	0.1	1.16165065058032	0.300494098298873	73.8190850410023	0.889795918367347	0.427690476190476	0.220159113797028	0.334955406046529
m7	6	Egg	2	2	0.1	1.15936071372698	0.264621006740866	83.5467503824238	0.942857142857143	0.388071428571429	0.216670893879657	0.312089700591052
m1	7	Egg	2	2	0.1	1.06448779277915	0.403508252044744	78.3919685232172	0.905555555555556	0.499833333333333	0.211933337621766	0.40167092684298
m2	7	Egg	2	2	0.1	1.01471863578677	0.345430940265889	80.0604378267328	0.911904761904762	0.475619047619048	0.247344892077113	0.387739908594005
m3	7	Egg	2	2	0	1.02460311295769	0.238481333480043	48.8550485526746	0.866363636363636	0.28552380952381	0.18196838890344	0.186294793026323
m4	7	Egg	2	2	0.1	1.17471336177324	0.361006653800293	72.9503995084888	0.882371794871795	0.488714285714286	0.240910869696756	0.402548489690145
m5	7	Egg	2	2	0.1	1.72409662282299	0.37004147328742	62.4509799104219	0.773550724637681	0.198357142857143	0.165267505384354	0.118802138924107
m6	7	Egg	2	2	0.1	1.23772336376426	0.411143955708881	57.6381700837453	0.837946428571429	0.46647619047619	0.225139244727015	0.369993740948159
m7	7	Egg	2	2	0.1	1.24373337710843	0.411451582034876	57.6381700740619	0.869074074074074	0.415	0.248672118805378	0.340944596145817
m1	8	Egg	2	2	0.1	1.28446884313944	0.410226693234529	79.7356572655074	0.834166666666667	0.450666666666667	0.247659300387574	0.369770691605235
m2	8	Egg	2	2	0.1	1.17943629331255	0.448405675471988	81.539330677249	0.898373983739837	0.389452380952381	0.244306021178852	0.2969198258497
m3	8	Egg	2	2	0.1	1.70129498484131	0.267568760563315	54.5610293364934	0.755284552845528	0.121428571428571	0.162380113096419	0.0526512874105791
m4	8	Egg	2	2	0.1	1.32575577188261	0.322315958573161	74.2955572808305	0.871428571428571	0.351404761904762	0.223430567335868	0.260039208712612
m5	8	Egg	2	2	0.1	1.77468463892803	0.283615427983805	62.4509799104219	0.774074074074074	0.208904761904762	0.161891187219171	0.121397879730752
m6	8	Egg	2	2	0.1	1.33191983170724	0.430913525873024	57.6381700837453	0.837916666666667	0.4345	0.225658470326462	0.351425995521543
m7	8	Egg	2	2	0.1	1.17442422142116	0.376163346736687	57.6381700740619	0.888247863247863	0.370285714285714	0.247961403542492	0.301935188187236
m1	9	Egg	2	2	0.1	0.80329136546641	0.288517926477215	73.8190850337269	0.940579710144928	0.546952380952381	0.240666034531845	0.467665698559065
m2	9	Egg	2	2	1e-04	0.356257949463835	0.180097762563646	65.7306595107534	0.976950354609929	0.561380952380952	0.220645971257722	0.475727031761517
m3	9	Egg	2	2	0.1	1.6197068770322	0.242368270982293	62.7434142295122	0.754824561403509	0.169166666666667	0.169734823556533	0.0812022176005043
m4	9	Egg	2	2	0.1	1.31127417237221	0.432415177712055	74.2955572808305	0.87979797979798	0.354928571428571	0.206173822403694	0.268090936364738
m5	9	Egg	2	2	0.1	1.74789767511966	0.331664681814002	62.4509799104219	0.741666666666667	0.2255	0.150466073523921	0.11781420271352
m6	9	Egg	2	2	0.1	0.908840008696471	0.254224807311976	63.8190850342605	0.928484848484848	0.529666666666667	0.245058219149202	0.44963590967352
m7	9	Egg	2	2	0	0.301198037925265	0.143194254832863	72.5643862644932	0.959420289855072	0.566	0.233932851742929	0.471384412688761
m1	10	Egg	2	2	0	0.29808503600206	0.168407852079432	68.733373582306	0.967045454545455	0.561095238095238	0.240938107363163	0.460071475056175
m2	10	Egg	2	2	0	0.254365683127325	0.182810360389773	71.02567210524	0.970930232558139	0.55047619047619	0.282541506552473	0.463806990876074
m3	10	Egg	2	2	0	1.53514230778449	0.215729255077077	47.833318375757	0.749666666666667	0.1015	0.148450564653367	0.0449345547200922
m4	10	Egg	2	2	0	0.331310470585368	0.158490743670452	45.8204410478262	0.971296296296296	0.573928571428571	0.243124463830928	0.48683475716663
m5	10	Egg	2	2	0	0.935917293357134	0.193183450267856	59.7676282824273	0.913333333333333	0.262095238095238	0.190601714291656	0.166735877151293
m6	10	Egg	2	2	0	0.281233289379518	0.170184750407981	55.7421771354535	0.982624113475177	0.593238095238095	0.24641122343103	0.520293615299429
m7	10	Egg	2	2	0	0.325383347468246	0.20958195468451	72.5643862644932	0.975555555555556	0.554571428571429	0.26494943718542	0.475933381018234
m1	11	Egg	2	2	1e-04	0.0163814002190163	0.0191716819267689	84.707661913321	1	0.758619047619048	0.25804776821187	0.71984691551039
m2	11	Egg	2	2	1e-04	0.383105392412994	0.187667898830418	65.7306595107534	0.968827160493827	0.548785714285714	0.251262529302855	0.45980624454884
m3	11	Egg	2	2	0.1	1.65129996027664	0.224904581169781	62.7434142295122	0.716666666666667	0.134285714285714	0.15362795436851	0.0621583288696563
m4	11	Egg	2	2	1e-04	0.847228767761449	0.940575497863316	53.8190850443673	0.955185185185185	0.569071428571429	0.256793113436049	0.491300798625927
m5	11	Egg	2	2	0	0.973844601945884	0.249986293620419	48.9319535942226	0.866312056737589	0.288666666666667	0.204438405707917	0.198714839800218
m6	11	Egg	2	2	0	4.205730242494e-06	6.11079421292319e-06	77.0931219703758	1	0.718	0.275543336320799	0.662954163483575
m7	11	Egg	2	2	0	0.299765744902462	0.162490378028889	72.5643862644932	0.968148148148148	0.558214285714286	0.238808785283217	0.476278183947889
m1	12	Egg	2	2	0.1	1.4101847146558	0.385935296960972	89.9894166909414	0.834722222222222	0.383595238095238	0.237824496139616	0.303468000394677
m2	12	Egg	2	2	0.1	1.09598682186978	0.351382320536207	66.8127316018712	0.912719298245614	0.399666666666667	0.246490290932787	0.314694054570406
m3	12	Egg	2	2	0.1	1.66465759282722	0.285627641838629	62.7434142295122	0.728518518518519	0.12302380952381	0.172867224690984	0.0458843688143663
m4	12	Egg	2	2	0.1	1.80207515284953	0.368799682417551	76.9583646822164	0.758730158730159	0.283428571428571	0.191734635518491	0.191225615366937
m5	12	Egg	2	2	0.1	2.27483854549976	0.399248149098517	54.5226310173483	0.596376811594203	0.134952380952381	0.1330908431927	0.0503899108332839
m6	12	Egg	2	2	0.1	1.51873945628143	0.48921763127104	66.5916737778947	0.801481481481481	0.385333333333333	0.240069668152349	0.305200835475472
m7	12	Egg	2	2	0.1	1.22399544027117	0.504170798322639	57.6381700744218	0.867857142857143	0.422333333333333	0.249895825657927	0.33369606349896
m1	13	Egg	2	2	1e-04	0.548930832388368	0.369180518386083	78.4358553043528	0.962790697674419	0.515702380952381	0.238882158882252	0.432691965145104
m2	13	Egg	2	2	0.1	1.07256013807695	0.275282864336997	65.7473470773658	0.933035714285714	0.405333333333333	0.232138354194682	0.314053505455576
m3	13	Egg	2	2	0.1	1.71592977495221	0.272500409958619	54.5610335741553	0.803846153846154	0.1235	0.139243889742162	0.0591261653809711
m4	13	Egg	2	2	1e-04	0.399503328020012	0.181605598034915	55.7751356134945	0.962121212121212	0.544833333333333	0.250091958395949	0.460376499785862
