Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m3	7	Egg	2	2	0	1.15261893333735	0.164916237522813	60.4560801407065	0.851190476190476	0.192535714285714	0.143493537512861	0.115869941515106
m4	7	Egg	2	2	1e-04	0.851891545833451	0.7549357493697	75.819085034997	0.958210180623974	0.547801587301587	0.22145691114606	0.480033859751775
m5	7	Egg	2	2	0.1	1.59453866475225	0.289132588192745	84.7441617171669	0.790990990990991	0.256738095238095	0.174909234248461	0.176899661812205
m6	7	Egg	2	2	1e-04	0.672867576217883	0.459210610117456	97.0489964588078	0.953479853479853	0.432666666666667	0.221487480979205	0.359786232838086
m7	7	Egg	2	2	0	0.552614819827857	0.195638844350655	90.6642200269681	0.953333333333333	0.419345238095238	0.182101187281561	0.339547722245916
m1	8	Egg	2	2	0	0.268328090145076	0.166634504011696	92.8017252386832	0.963235294117647	0.538468253968254	0.254873138811641	0.461052926510959
m2	8	Egg	2	2	0	0.280565449128436	0.135034857400844	98.1348724046526	0.964529914529915	0.567071428571429	0.250493695858696	0.4968729248072
m3	8	Egg	2	2	0	1.09693222133446	0.190577161642784	60.4560801407065	0.870731707317073	0.192690476190476	0.159186305258796	0.106681105422554
m4	8	Egg	2	2	0	0.25878126973661	0.128804484299282	97.8177393553439	0.971264367816092	0.521166666666667	0.253801779628757	0.456536240195115
m5	8	Egg	2	2	0	0.484012169641661	0.201521496981575	92.2214016671296	0.94952380952381	0.426428571428571	0.221346061887549	0.339330899500943
m6	8	Egg	2	2	0	0.199597806389675	0.164426947626001	95.161143865	0.982905982905983	0.622261904761905	0.240974028566322	0.552911433513663
m7	8	Egg	2	2	0	0.533131494396	0.166645172573456	90.6642200269681	0.944583333333333	0.484428571428571	0.1894499984375	0.402305883454404
m1	9	Egg	2	2	0.1	1.20236582044478	0.323914923953421	110.960868135894	0.899047619047619	0.449571428571429	0.178451741194924	0.368884019890178
m2	9	Egg	2	2	0.1	1.00751129905167	0.237851023193125	109.568436444904	0.942142857142857	0.498821428571429	0.25300488590329	0.429621924779846
m3	9	Egg	2	2	0	1.08913080641083	0.18405986273078	60.4560801407065	0.894980694980695	0.220952380952381	0.169215039479683	0.146652258213952
m4	9	Egg	2	2	0.1	1.55150766939329	0.362448111977237	89.8204300075324	0.813888888888889	0.365531746031746	0.208510811963617	0.282974076874534
m5	9	Egg	2	2	0.1	2.07987168476033	0.352094473809768	99.3745296796757	0.651041666666667	0.16925	0.151665008735029	0.0965759069845892
m6	9	Egg	2	2	0.1	1.412485973162	0.35356103658969	102.591673796152	0.831111111111111	0.395333333333333	0.203698121522935	0.317315163522725
m7	9	Egg	2	2	0.1	1.19373294650106	0.286114397696513	81.3642625039575	0.892857142857143	0.414857142857143	0.214082026007989	0.343831701838823
m1	10	Egg	2	2	0.1	0.79543611046943	0.264935817038787	87.8190850463524	0.967948717948718	0.557833333333333	0.219457470211928	0.492827654676264
m2	10	Egg	2	2	0	0.264023538472328	0.149153447107809	98.1348724046526	0.970289855072464	0.59697619047619	0.254285990140241	0.528551377137041
m3	10	Egg	2	2	0	1.13675513882455	0.189595614416017	60.4560801407065	0.891666666666667	0.16418253968254	0.167456143988261	0.0969880700131836
m4	10	Egg	2	2	1e-04	0.998286704095777	0.97962821233402	75.819085034997	0.946236559139785	0.543666666666667	0.233766131776295	0.473710837204958
m5	10	Egg	2	2	0.1	1.61396967685449	0.287170874310778	68.9992865650895	0.78030303030303	0.263630952380952	0.175142432294548	0.191638810388778
m6	10	Egg	2	2	0.1	1.03367156402868	0.214780558820691	81.3642625123125	0.942142857142857	0.413952380952381	0.197285984158959	0.341615937092144
m7	10	Egg	2	2	0	0.526272546693186	0.160323936680683	90.6642200269681	0.943589743589744	0.458321428571429	0.210793350281323	0.377028538440021
m1	11	Egg	2	2	0.1	0.946008328592868	0.299379384786451	117.089594623633	0.957017543859649	0.479880952380952	0.222266635172242	0.405341748671791
m2	11	Egg	2	2	0	0.270429050550513	0.165434912620588	77.7878015499401	0.962613981762918	0.620785714285714	0.247803020928594	0.546533682172303
m3	11	Egg	2	2	0	1.24132166323512	0.184531739922122	60.4560801407065	0.884467120181406	0.190690476190476	0.172198479221983	0.118836298308867
m4	11	Egg	2	2	0.1	1.12397508429352	0.270243670140173	88.082379147922	0.914425770308123	0.51202380952381	0.238561442321999	0.43285280086952
m5	11	Egg	2	2	0.1	1.68631053033351	0.326654486474526	96.4409187819741	0.800490196078431	0.246809523809524	0.17885234277675	0.174783065395596
m6	11	Egg	2	2	0.1	1.08143270010723	0.321734710282392	91.8155001011868	0.897979797979798	0.433416666666667	0.215796492397174	0.357420086317852
m7	11	Egg	2	2	0	0.52331752946834	0.159535210248879	90.6642200269681	0.963029100529101	0.45577380952381	0.215806981494208	0.38018015813149
m1	12	Egg	2	2	1e-04	0.654620492053737	0.857848787090949	104.909639759228	0.965447154471545	0.588119047619048	0.248307331198192	0.522490612265552
m2	12	Egg	2	2	0	0.247793493552756	0.139419753513986	98.1348724046526	0.981981981981982	0.567797619047619	0.235916764025129	0.497201215398802
m3	12	Egg	2	2	0	1.1654004561254	0.182610699154616	60.4560801407065	0.893229166666667	0.18447619047619	0.155913861275076	0.10777669989597
m4	12	Egg	2	2	1e-04	1.01854628948727	0.813563402237593	75.819085034997	0.948326898326898	0.514	0.258527634330893	0.444356919913681
m5	12	Egg	2	2	0.1	1.66527643767519	0.348697737860305	84.7441617171669	0.794298245614035	0.251083333333333	0.166615904366729	0.177357975336668
m6	12	Egg	2	2	0.1	1.04109024353145	0.241881839409431	81.3642625123125	0.927350427350427	0.440007936507937	0.198576903192683	0.362948308271789
m7	12	Egg	2	2	0	0.549549832296634	0.16021048414561	90.6642200269681	0.956666666666667	0.424369047619048	0.185016561507398	0.344500064284041
m1	13	Egg	2	2	0	0.368802684940903	0.36868878597873	89.7075713344608	0.974537037037037	0.562261904761905	0.237467998955555	0.490132189647605
m2	13	Egg	2	2	0	0.310640697831775	0.14037948160485	98.1348724046526	0.985416666666667	0.509119047619048	0.267425590039758	0.437957694510101
m3	13	Egg	2	2	0	1.14933455302659	0.215347682704727	60.4560801407065	0.889748677248677	0.223571428571429	0.180740474261209	0.147238361982019
m4	13	Egg	2	2	1e-04	0.781754327500696	0.505031508561815	89.7884972901375	0.984803921568627	0.469916666666667	0.220487836964111	0.400095275363628
m5	13	Egg	2	2	0.1	1.37669976537475	0.216031667202444	76.3228509694216	0.878571428571429	0.299238095238095	0.179739447644646	0.223665189733796
m6	13	Egg	2	2	0.1	0.913293595971537	0.234057180284932	81.3642625034464	0.928893178893179	0.466547619047619	0.227817211794824	0.3982732466179
m7	13	Egg	2	2	0	0.569936119866851	0.14024493559697	90.6642200269681	0.965343915343915	0.443801587301587	0.191231922798024	0.366469010787892
m1	14	Egg	2	2	1e-04	0.744255394955275	0.760090177882719	104.984417631995	0.959702380952381	0.54	0.244166872164714	0.468016965606501
m2	14	Egg	2	2	0.1	1.0111495167828	0.297213120324659	87.819085034657	0.945299145299145	0.473809523809524	0.255772585821293	0.40928768956844
m3	14	Egg	2	2	0	1.14447861489881	0.160884388946488	60.4560801407065	0.889393939393939	0.210309523809524	0.157434122696048	0.126364265448109
m4	14	Egg	2	2	0.1	1.04899187164801	0.221847613528031	75.819085034997	0.924479166666667	0.479690476190476	0.212519228707369	0.414299509251283
m5	14	Egg	2	2	0.1	1.52953036258054	0.256293499729481	84.7441617171669	0.810162601626016	0.260833333333333	0.189998612145799	0.189449919384174
m6	14	Egg	2	2	0.1	1.30810995240071	0.457444704935086	81.3642625352823	0.850614439324117	0.392	0.199221301819486	0.312973023759989
m7	14	Egg	2	2	0.1	1.23362035221309	0.283928714290137	81.3642625039575	0.880921052631579	0.429702380952381	0.2143201414678	0.354780843563054
m1	15	Egg	2	2	0	0.411620972204223	0.510415076828533	105.957636770882	0.979487179487179	0.577190476190476	0.216189549150117	0.507049941029539
m2	15	Egg	2	2	0	0.294843758174563	0.185212039714001	98.1348724046526	0.979500580720093	0.572285714285714	0.240985706467686	0.50386452271303
m3	15	Egg	2	2	0	1.12131561426986	0.19501200293238	60.4560801407065	0.867772108843537	0.175452380952381	0.168883998006084	0.104699035662613
m4	15	Egg	2	2	1e-04	0.762394698597351	0.473873725026385	89.7885101284628	0.975885225885226	0.467547619047619	0.222950749993161	0.387499769448565
m5	15	Egg	2	2	0.1	1.37123453368609	0.21382127900139	76.0943792584592	0.836666666666667	0.334238095238095	0.194561109978151	0.25093654026971
m6	15	Egg	2	2	0.1	0.956670940366599	0.264326536163279	97.3127273448828	0.916727716727717	0.439952380952381	0.206529386314709	0.364426156410879
m7	15	Egg	2	2	0	0.551326505256284	0.157749765352419	71.3596387160643	0.9475	0.434607142857143	0.205781927464255	0.355915942337202
m1	16	Egg	2	2	0.1	0.847521077910599	0.387330388023456	117.204103520175	0.931782945736434	0.523297619047619	0.246313973430621	0.454717820313075
m2	16	Egg	2	2	0.1	0.974601262487375	0.320612179343452	87.819085034657	0.9425	0.502535714285714	0.24151462713116	0.433856954970571
m3	16	Egg	2	2	0	1.10343632590963	0.152421820980235	60.4560801407065	0.886574074074074	0.18452380952381	0.155629712570875	0.11150793009946
m4	16	Egg	2	2	0.1	1.10673613263278	0.299056763752541	88.082379147922	0.916129032258065	0.4475	0.222720561874807	0.374951521935436
m5	16	Egg	2	2	0.1	1.71090084605473	0.384337768262386	96.4409187819741	0.749074074074074	0.25352380952381	0.200921863029897	0.169908263729367
m6	16	Egg	2	2	0.1	1.21658780036383	0.34266567387188	91.6381700619051	0.86991341991342	0.425619047619048	0.211633991010071	0.354229472204189
m7	16	Egg	2	2	0.1	1.22322332937851	0.311767752149955	81.3642625039575	0.878455284552845	0.435964285714286	0.206424415684055	0.355285782717231
m1	17	Egg	2	2	0.1	1.00415634139143	0.29168096935121	108.192960431733	0.918018018018018	0.512154761904762	0.212434301615899	0.431184681338608
m2	17	Egg	2	2	0.1	0.987454092635867	0.261479167216656	109.568436444904	0.931196581196581	0.495642857142857	0.249080412062439	0.428278236029099
m3	17	Egg	2	2	0	1.10618335145971	0.191701328824088	60.4560801407065	0.848530901722391	0.213035714285714	0.163662838193235	0.130399238765279
m4	17	Egg	2	2	0.1	1.12873947471052	0.261277170515298	88.0867554710366	0.930059523809524	0.466738095238095	0.218773343720139	0.389241515352892
m5	17	Egg	2	2	0.1	1.80127934283525	0.291977083240241	98.5631001949824	0.761538461538461	0.216952380952381	0.158209564763472	0.136203479310603
m6	17	Egg	2	2	0.1	1.15939901559258	0.375279630567782	99.8190850432949	0.863703703703704	0.505119047619048	0.240652066374511	0.436676654641093
m7	17	Egg	2	2	0.1	1.27821580117902	0.316646391739565	81.3642625039575	0.875595238095238	0.410087301587302	0.201197059243205	0.326827629860294
m1	18	Egg	2	2	0.1	1.1599667602185	0.414354577460406	110.960868135895	0.887841945288754	0.465214285714286	0.239414071092228	0.386626621896444
m2	18	Egg	2	2	0.1	0.931448018488824	0.236107723389111	87.819085034657	0.960185185185185	0.512380952380952	0.227958018797115	0.443907098712824
m3	18	Egg	2	2	0	1.11706937094642	0.142594699343587	60.4560801407065	0.881168831168831	0.213571428571429	0.144550846432911	0.130568390109234
m4	18	Egg	2	2	0.1	1.41776993841278	0.38929565873554	89.5451774849935	0.863095238095238	0.406130952380952	0.225837828880854	0.331343557888387
m5	18	Egg	2	2	0.1	2.06672763789394	0.258199357004613	99.3745296796757	0.692929292929293	0.17975	0.151782613215641	0.107690056973135
m6	18	Egg	2	2	0.1	1.43225910705962	0.332141859128859	102.591673796152	0.810408163265306	0.387	0.199427253152122	0.313871033692232
m7	18	Egg	2	2	0.1	1.15813724948261	0.343094995971013	102.482844290077	0.902886002886003	0.386880952380952	0.232307108799399	0.315398484070882
m1	19	Egg	2	2	0	0.295953656899705	0.139823108543319	93.7940912459312	0.967283950617284	0.536642857142857	0.223089139521259	0.460822249863274
m2	19	Egg	2	2	0	0.224174336709107	0.146102368678493	98.1348724046526	0.974242424242424	0.561761904761905	0.259879532566332	0.492896840332984
m3	19	Egg	2	2	0	1.10730463256568	0.177311231202804	60.4560801407065	0.872222222222222	0.192321428571429	0.141434957800656	0.104176450671197
m4	19	Egg	2	2	0	0.236879732816073	0.172334358806938	98.7322029977517	0.966260162601626	0.588154761904762	0.248569418347569	0.516550363243994
m5	19	Egg	2	2	0	0.820422488921708	0.216923372443925	66.8961916833635	0.924712643678161	0.347666666666667	0.197344013715698	0.274350434045533
m6	19	Egg	2	2	0	0.472128432426951	0.180550090223192	71.2312317061533	0.954273504273504	0.481011904761905	0.228817706865318	0.408183185250125
m7	19	Egg	2	2	0	0.558724019765628	0.163868510602769	90.6642200269681	0.946428571428571	0.407452380952381	0.190122824881013	0.323810541317028
m1	20	Egg	2	2	0.1	1.20108088096595	0.356245231583824	129.337322872169	0.890804597701149	0.383428571428571	0.219803868438222	0.309238499014621
m2	20	Egg	2	2	0.1	0.965116978007455	0.21117801487975	87.819085034657	0.950198412698413	0.504809523809524	0.213701298092314	0.433177630390668
m3	20	Egg	2	2	0	1.15663822332402	0.19060823530388	60.4560801407065	0.897685185185185	0.197857142857143	0.176158785808804	0.123926801861789
m4	20	Egg	2	2	0.1	1.33417348480126	0.287391246371077	112.44809823253	0.893333333333333	0.433821428571429	0.221241399619946	0.361656449205219
m5	20	Egg	2	2	0.1	2.2158919822565	0.417806144617183	99.3745296796757	0.619369369369369	0.178813492063492	0.16066034121594	0.105838349634532
m6	20	Egg	2	2	0.1	1.31835681215111	0.354673008501358	102.591673796152	0.843421052631579	0.43602380952381	0.203362967055439	0.36345983125664
m7	20	Egg	2	2	0.1	1.15765457366117	0.30148121096632	81.3642625039575	0.895588235294118	0.426845238095238	0.221075515872142	0.353063293609356
m1	21	Egg	2	2	0	0.260761135280289	0.139530395832883	93.7940912459312	0.972988505747126	0.527738095238095	0.215395122659026	0.456769880537076
m2	21	Egg	2	2	0	0.276726921579855	0.11820304416082	98.1348724046526	0.972222222222222	0.497630952380952	0.270845285138713	0.427395652575701
m3	21	Egg	2	2	0	1.12678373992111	0.172463365509966	60.4560801407065	0.880555555555556	0.202484126984127	0.156870282765831	0.124754387698485
m4	21	Egg	2	2	0	0.248559765903923	0.147848063275371	98.7322029977517	0.96952380952381	0.583404761904762	0.219450205936959	0.51299499808746
m5	21	Egg	2	2	0	0.820993509741522	0.200524359086177	66.8961916833635	0.912083333333333	0.31497619047619	0.193638756929634	0.23607156757843
m6	21	Egg	2	2	0	0.445334783457149	0.158070930279506	85.6867534981474	0.95515873015873	0.480809523809524	0.24188424986795	0.405207879221476
m7	21	Egg	2	2	0	0.532627946344596	0.175070343034038	90.6642200269681	0.964367816091954	0.415392857142857	0.21582176566484	0.342395401471101
m1	22	Egg	2	2	0.1	0.960904423804668	0.269599969246261	99.8190850428829	0.919583333333333	0.454214285714286	0.222384205805268	0.373721350829459
m2	22	Egg	2	2	0.1	0.970122183850465	0.245773459872622	87.819085034657	0.943518518518519	0.502547619047619	0.223565309690309	0.4282536657798
m3	22	Egg	2	2	0	1.13862072566358	0.177350043477516	60.4560801407065	0.873245614035088	0.203142857142857	0.183903908382249	0.129706476291667
m4	22	Egg	2	2	0.1	1.11660615056055	0.261772296387287	87.8190850356544	0.920386904761905	0.491833333333333	0.21939743879164	0.413586321325062
m5	22	Egg	2	2	0.1	1.68949444206943	0.265268619430141	96.4409187819741	0.776495726495727	0.226904761904762	0.191027790776001	0.152587323191457
m6	22	Egg	2	2	0.1	1.16086286716722	0.476799513133686	91.8211463708288	0.883333333333333	0.448777777777778	0.251813258206016	0.378015671655308
m7	22	Egg	2	2	0.1	1.24547466767529	0.290398069353091	81.3642625039575	0.881756756756757	0.412738095238095	0.221134830534706	0.334191683898
m1	23	Egg	2	2	0	0.488592169061257	0.748189490726766	105.957636770882	0.972875816993464	0.624190476190476	0.231496267788588	0.554336629350228
m2	23	Egg	2	2	0	0.256672681366265	0.152715172514274	98.1348724046526	0.980729166666667	0.556833333333333	0.231453702586618	0.482564315830197
m3	23	Egg	2	2	0	1.13154469076063	0.189888467118539	60.4560801407065	0.875925925925926	0.228392857142857	0.197087012440584	0.152835733708067
m4	23	Egg	2	2	1e-04	0.643776928220876	0.377306436625586	89.7885101284628	0.963809523809524	0.469964285714286	0.217183183007646	0.395846742594206
m5	23	Egg	2	2	0.1	1.35534805331003	0.240811493497834	76.0943792584592	0.834147869674185	0.352964285714286	0.178538115780008	0.260130353238807
m6	23	Egg	2	2	0.1	0.951488570097546	0.290394152245607	81.3642625034464	0.886101882613511	0.516595238095238	0.212896048420493	0.435771414994726
m7	23	Egg	2	2	0	0.523031193898779	0.198225555351986	90.6642200269681	0.949479166666667	0.436119047619048	0.204226807059416	0.359788018105314
m1	24	Egg	2	2	1e-04	0.578183203292789	0.504591290449688	89.7075713344608	0.971717171717172	0.469964285714286	0.244060603075576	0.396298109119297
m2	24	Egg	2	2	0	0.246180980575683	0.114689132752226	98.1348724046526	0.983630952380952	0.588630952380952	0.206216128069519	0.516978654224663
m3	24	Egg	2	2	0	1.13143624501433	0.204252918459348	60.4560801407065	0.872649572649573	0.198769841269841	0.175428231807608	0.123516622584669
m4	24	Egg	2	2	1e-04	0.659577076701316	0.412211191514437	89.7884972901375	0.981428571428571	0.483666666666667	0.219707743843557	0.410340675232183
m5	24	Egg	2	2	0.1	1.38487029520794	0.239184210185346	76.0943792584592	0.848584298584299	0.295452380952381	0.184227125763322	0.213312819174097
m6	24	Egg	2	2	1e-04	0.839449634072975	0.573620980904917	97.3127273448828	0.944761904761905	0.497142857142857	0.214608009457393	0.424498092085696
m7	24	Egg	2	2	0	0.461022765306116	0.20026225327869	90.6642200269681	0.960612244897959	0.487904761904762	0.213180217160651	0.402958917007185
m1	25	Egg	2	2	0.1	1.29564666643181	0.362125486940532	98.7725887481126	0.848989898989899	0.437511904761905	0.215917872575688	0.360209480800194
m2	25	Egg	2	2	0.1	1.02073906110611	0.296423767928866	109.568436444904	0.92741935483871	0.468654761904762	0.215796412791655	0.393251381425088
m3	25	Egg	2	2	0	1.10876010586057	0.18129176673224	60.4560801407065	0.890625	0.195321428571429	0.14636273728583	0.118426054226805
m4	25	Egg	2	2	0.1	1.26836885218864	0.290713271090767	77.5451774965426	0.888738738738739	0.498678571428571	0.211255287093429	0.427570432701208
m5	25	Egg	2	2	0.1	2.00821029170141	0.454654238759462	87.6573074605077	0.685	0.173095238095238	0.163986384774878	0.0946691502179427
m6	25	Egg	2	2	0.1	1.28361325605268	0.321144455027912	92.4855132020086	0.885483870967742	0.404011904761905	0.192057577977113	0.329693846622414
m7	25	Egg	2	2	0.1	1.21640717143999	0.338254813126851	81.3642625039575	0.888541666666667	0.409547619047619	0.232191166764484	0.343270519837036
m1	26	Egg	2	2	1e-04	0.657154164747931	0.46329677808675	105.957636770882	0.972738095238095	0.513440476190476	0.222818290395106	0.437371389194126
m2	26	Egg	2	2	0	0.303651046606286	0.189787475733075	98.1348724046526	0.967028985507246	0.581753968253968	0.248262487490513	0.510869636717572
m3	26	Egg	2	2	0	1.11632378963557	0.190158383882148	60.4560801407065	0.879214929214929	0.212400793650794	0.160827002943354	0.133878770933234
m4	26	Egg	2	2	1e-04	0.680972102095338	0.478488703289911	89.7885101284628	0.977222222222222	0.46647619047619	0.221525314144452	0.389548817563053
m5	26	Egg	2	2	0.1	1.41959578939191	0.247945601070934	76.0943792584592	0.834331797235023	0.339107142857143	0.189777561903746	0.252646868413577
m6	26	Egg	2	2	1e-04	0.880695941283954	0.631882716274625	81.3642625034464	0.936111111111111	0.493202380952381	0.239806637634062	0.42335117019276
m7	26	Egg	2	2	0	0.508279408681775	0.15735715349208	90.6642200269681	0.954836309523809	0.454547619047619	0.218999015614981	0.379284515623146
m1	27	Egg	2	2	1e-04	0.702865689375595	0.884388734620415	87.8190850335251	0.962195121951219	0.616892857142857	0.222951846362648	0.551907125368502
m2	27	Egg	2	2	0	0.290083425144281	0.125144417494611	77.7878015499401	0.972857142857143	0.560607142857143	0.224884402622625	0.48941068128915
m3	27	Egg	2	2	0	1.13853093453943	0.169972312316767	60.4560801407065	0.876893939393939	0.206547619047619	0.152840357491181	0.12289715387606
m4	27	Egg	2	2	1e-04	1.04143903867215	0.824762780142636	87.8190850340615	0.942355889724311	0.565380952380952	0.212400024380007	0.495554252241289
m5	27	Egg	2	2	0.1	1.46515235261212	0.268404116523611	94.2211403184773	0.875675675675676	0.335690476190476	0.226624225263754	0.266674021033032
m6	27	Egg	2	2	1e-04	0.407528487308193	0.491166258489814	87.819085040738	0.97280701754386	0.563738095238095	0.251001362694116	0.500047697265401
m7	27	Egg	2	2	0	0.54623373074093	0.217324468132316	90.6642200269681	0.961111111111111	0.430095238095238	0.224800422262761	0.354777877891709
m1	28	Egg	2	2	0.1	0.938852463883222	0.344137755139564	108.192960431733	0.950438596491228	0.51575	0.241697192571608	0.442589672455758
m2	28	Egg	2	2	0.1	1.03828428070471	0.231857444093893	109.568436444904	0.925925925925926	0.480928571428571	0.211194499854028	0.412519959802561
m3	28	Egg	2	2	0	1.16642020696182	0.16420677318681	60.4560801407065	0.879112554112554	0.196285714285714	0.17297824497826	0.121204348504889
