Prediction	Reference	Freq	Model	Iteration	Variable	Subsample	MinObs	AUC	logloss	Accuracy	AccuracySD
ECC1	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC10	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC2	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC3	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC4	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC6	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC7	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC8	ECC9	0	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC9	ECC9	2	m1	1	Egg	2	2	0.966614906832298	1.06117157739378	0.479003968253968	0.19410610077063
ECC1	ECC1	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC1	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC10	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC10	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC2	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC2	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC3	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC3	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC4	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC4	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC6	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC6	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC7	1	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC7	1	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC7	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC8	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC8	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC10	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC2	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC3	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC4	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC6	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC7	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC8	ECC9	0	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC9	ECC9	2	m2	1	Egg	2	2	0.97312925170068	0.816965944952034	0.53568253968254	0.222437284844947
ECC1	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC1	1	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC1	1	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC1	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC10	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC10	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC2	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC2	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC3	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC3	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC4	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC4	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC6	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC6	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC7	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC7	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC8	2	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC8	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC1	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC10	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC2	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC3	ECC9	1	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC4	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC6	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC7	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC8	ECC9	0	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
ECC9	ECC9	1	m3	1	Egg	2	2	0.844238095238095	1.83674358142769	0.152757936507937	0.130395548907129
